t_h,SOC,发电W,耗电W
105.83333333333333,1.0,3.311132040713406,0.78
106.0,0.9996,0.0,0.78
106.16666666666667,0.9969,0.0,0.78
106.33333333333333,0.9943,0.0,0.78
106.5,0.9916,0.0,0.78
106.66666666666667,1.0,6.304938481271179,0.78
106.83333333333333,1.0,4.06902539600687,0.78
107.0,0.9904,3.507717051250775,9.45
107.16666666666667,0.9946,6.206016011104403,0.78
107.33333333333333,1.0,4.544561526639575,0.78
107.5,1.0,3.2149097498657504,0.78
107.66666666666667,0.9981,0.0,0.78
107.83333333333333,0.9955,0.0,0.78
108.0,0.9928,0.0,0.78
108.16666666666667,0.993,5.622494501691405,0.78
108.33333333333333,1.0,5.483940273858234,0.78
108.5,1.0,3.0246044176484914,0.78
108.66666666666667,1.0,5.1890721588047946,0.78
108.83333333333333,1.0,5.865396380028404,0.78
109.0,1.0,3.143796771052987,0.78
109.16666666666667,0.9993,0.0,0.78
109.33333333333333,0.9967,0.0,0.78
109.5,0.994,0.0,0.78
109.66666666666667,0.9914,0.0,0.78
109.83333333333333,1.0,6.287501578254879,0.78
110.0,0.9922,3.7595205798790596,9.45
110.16666666666667,0.9889,3.780113026997504,0.78
110.33333333333333,1.0,6.2911306989596865,0.78
110.5,1.0,4.202051094637149,0.78
110.66666666666667,1.0,3.4119429886125996,0.78
110.83333333333333,0.9979,0.0,0.78
111.0,0.9952,0.0,0.78
111.16666666666667,0.9926,0.0,0.78
111.33333333333333,0.9947,5.88197847093281,0.78
111.5,1.0,5.165796539198604,0.78
111.66666666666667,1.0,3.0271959553365706,0.78
111.83333333333333,1.0,5.505081076778319,0.78
112.0,1.0,5.60248792155999,3.75
112.16666666666667,1.0,3.0443625016510425,0.78
112.33333333333333,0.9991,0.0,0.78
112.5,0.9964,0.0,0.78
112.66666666666667,0.9938,0.0,0.78
112.83333333333333,0.9911,0.0,0.78
113.0,0.9916,6.197370839691554,9.45
113.16666666666667,0.9937,3.49037995851669,0.78
113.33333333333333,1.0,4.0919522485341675,0.78
113.5,1.0,6.303389247342827,0.78
113.66666666666667,1.0,3.8801137164130073,0.78
113.83333333333333,1.0,3.6648850159626516,0.78
114.0,0.9976,0.0,0.78
114.16666666666667,0.995,0.0,0.78
114.33333333333333,0.9923,0.0,0.78
114.5,0.9965,6.086904675977993,0.78
114.66666666666667,1.0,4.825124600137418,0.78
114.83333333333333,1.0,3.1029031917188346,0.78
115.0,1.0,5.783388083918598,0.78
115.16666666666667,1.0,5.29752125922565,0.78
115.33333333333333,1.0,3.017276197358721,0.78
115.5,0.9988,0.0,0.78
115.66666666666667,0.9962,0.0,0.78
115.83333333333333,0.9935,0.0,0.78
116.0,0.9908,0.0,0.78
116.16666666666667,1.0,6.038577151801914,0.78
116.33333333333333,1.0,3.273640215956489,0.78
116.5,1.0,4.429288436919698,0.78
116.66666666666667,1.0,6.2422434213835585,0.78
116.83333333333333,1.0,3.593147287318958,0.78
117.0,1.0,3.9624235920637054,0.78
117.16666666666667,0.9973,0.0,0.78
117.33333333333333,0.9947,0.0,0.78
117.5,0.992,0.0,0.78
117.66666666666667,0.9984,6.228108272187418,0.78
117.83333333333333,1.0,4.477160211388703,0.78
118.0,1.0,3.248340297933716,0.78
118.16666666666667,1.0,6.01154655105015,0.78
118.33333333333333,1.0,4.964135312849798,0.78
118.5,1.0,3.063749229706781,0.78
118.66666666666667,0.9985,0.0,0.78
118.83333333333333,0.9959,0.0,0.78
119.0,0.9932,0.0,0.78
119.16666666666667,0.9906,0.0,0.78
119.33333333333333,1.0,5.818222190425453,0.78
119.5,1.0,3.1189945296392825,0.78
119.66666666666667,1.0,4.7770350210776105,0.78
119.83333333333333,1.0,6.11042782496111,0.78
120.0,1.0,3.353985708899364,0.78
120.16666666666667,0.9997,0.0,0.78
120.33333333333333,0.9971,0.0,0.78
120.5,0.9944,0.0,0.78
120.66666666666667,0.9918,0.0,0.78
120.83333333333333,1.0,6.29927425938081,0.78
121.0,1.0,4.137465265401846,0.78
121.16666666666667,1.0,3.4570029399796702,0.78
121.33333333333333,1.0,6.17935262501523,0.78
121.5,1.0,4.617239988185414,0.78
121.66666666666667,1.0,3.1817032011505844,0.78
121.83333333333333,0.9983,0.0,0.78
122.0,0.9956,0.0,0.78
122.16666666666667,0.993,0.0,0.78
122.33333333333333,0.9922,5.562484781947683,0.78
122.5,1.0,5.54616081519869,0.78
122.66666666666667,1.0,3.0333590657477134,0.78
122.83333333333333,1.0,5.119639849358806,0.78
123.0,1.0,5.91383760194941,0.78
123.16666666666667,1.0,3.1733249226980558,0.78
123.33333333333333,0.9993,0.0,0.78
123.5,0.9967,0.0,0.78
123.66666666666667,0.994,0.0,0.78
123.83333333333333,0.9914,0.0,0.78
124.0,1.0,6.2972199054322155,0.78
124.16666666666667,1.0,3.821231823163467,0.78
124.33333333333333,1.0,3.719559169822018,0.78
124.5,1.0,6.279301572111665,0.78
124.66666666666667,1.0,4.2723493662941685,0.78
124.83333333333333,1.0,3.365862896533237,0.78
125.0,0.9933,0.0,3.75
125.16666666666667,0.9882,0.0,0.78
125.33333333333333,0.9855,0.0,0.78
125.5,0.9867,5.831965584966549,0.78
125.66666666666667,1.0,5.234560334035342,0.78
125.83333333333333,1.0,3.020563669869507,0.78
126.0,1.0,5.441780723105187,0.78
126.16666666666667,1.0,5.661264789712144,0.78
126.33333333333333,1.0,3.05924455931975,0.78
126.5,0.9991,0.0,0.78
126.66666666666667,0.9964,0.0,0.78
126.83333333333333,0.9938,0.0,0.78
127.0,0.9911,0.0,0.78
127.16666666666667,1.0,6.2220370865112535,0.78
127.33333333333333,1.0,3.5426026848454923,0.78
127.5,1.0,4.024266774915918,0.78
127.66666666666667,1.0,6.306923409733659,0.78
127.83333333333333,1.0,3.944887872600665,0.78
128.0,0.9905,3.6079922047303743,9.45
128.16666666666666,0.9788,0.0,0.78
128.33333333333334,0.9762,0.0,0.78
128.5,0.9735,0.0,0.78
128.66666666666666,0.9768,6.049125332997538,0.78
128.83333333333334,0.9941,4.897356348772356,0.78
129.0,1.0,3.081180586121999,0.78
129.16666666666666,1.0,5.729050646104241,0.78
129.33333333333334,1.0,5.3640051158201905,0.78
129.5,1.0,3.016846595871541,0.78
129.66666666666666,0.9988,0.0,0.78
129.83333333333334,0.9962,0.0,0.78
130.0,0.9935,0.0,0.78
130.16666666666666,0.9908,0.0,0.78
130.33333333333334,1.0,6.077088178136565,0.78
130.5,1.0,3.3140388861859638,0.78
130.66666666666666,1.0,4.357498421165394,0.78
130.83333333333334,1.0,6.260982815876352,0.78
131.0,0.992,3.6495004555851125,9.45
131.16666666666666,0.9902,3.8972624594334744,0.78
131.33333333333334,0.9876,0.0,0.78
131.5,0.9849,0.0,0.78
131.66666666666666,0.9823,0.0,0.78
131.83333333333334,0.9885,6.204252064838681,0.78
132.0,1.0,4.549629518011133,0.78
132.16666666666666,1.0,3.212498864874029,0.78
132.33333333333334,1.0,5.968602143757404,0.78
132.5,1.0,5.035352823087537,0.78
132.66666666666666,1.0,3.04802718198422,0.78
132.83333333333334,0.9985,0.0,0.78
133.0,0.9959,0.0,0.78
133.16666666666666,0.9932,0.0,0.78
133.33333333333334,0.9906,0.0,0.78
133.5,1.0,5.868855680804526,0.78
133.66666666666666,1.0,3.1457624078460467,0.78
133.83333333333334,1.0,4.704351103529286,0.78
134.0,0.9951,6.143534376019711,9.45
134.16666666666666,0.9969,3.399397625757017,0.78
134.33333333333334,0.9997,0.0,0.78
134.5,0.9971,0.0,0.78
134.66666666666666,0.9944,0.0,0.78
134.83333333333334,0.9918,0.0,0.78
135.0,1.0,6.290408100672756,0.78
135.16666666666666,1.0,4.2069311099763755,0.78
135.33333333333334,1.0,3.4086456036198984,0.78
135.5,1.0,6.149721836296208,0.78
135.66666666666666,1.0,4.690006115692896,0.78
135.83333333333334,1.0,3.151391838960297,0.78
136.0,0.9983,0.0,0.78
136.16666666666666,0.9956,0.0,0.78
136.33333333333334,0.993,0.0,0.78
136.5,0.9922,5.500714085748529,0.78
136.66666666666666,1.0,5.606652305334768,0.78
136.83333333333334,1.0,3.045299021262023,0.78
137.0,0.9923,5.049312648022961,9.45
137.16666666666666,0.9982,5.959830696604211,0.78
137.33333333333334,1.0,3.205764646508033,0.78
137.5,0.9995,0.0,0.78
137.66666666666666,0.9968,0.0,0.78
137.83333333333334,0.9942,0.0,0.78
138.0,0.9915,0.0,0.78
138.16666666666666,1.0,6.303740313550943,0.78
138.33333333333334,1.0,3.884587508461509,0.78
138.5,1.0,3.660848598791198,0.78
138.66666666666666,1.0,6.264309569604626,0.78
138.83333333333334,1.0,4.343409816416981,0.78
139.0,1.0,3.322317824568267,0.78
139.16666666666666,0.998,0.0,0.78
139.33333333333334,0.9954,0.0,0.78
139.5,0.9927,0.0,0.78
139.66666666666666,0.9938,5.779664691191351,0.78
139.83333333333334,1.0,5.3022044836866,0.78
140.0,1.0,3.01714171614109,0.78
140.16666666666666,1.0,5.376955457374501,0.78
140.33333333333334,1.0,5.718087494507949,0.78
140.5,1.0,3.0772612993996082,0.78
140.66666666666666,0.9992,0.0,0.78
140.83333333333334,0.9966,0.0,0.78
141.0,0.9939,0.0,0.78
141.16666666666666,0.9912,0.0,0.78
141.33333333333334,1.0,6.243652451472663,0.78
141.5,1.0,3.597014776203763,0.78
141.66666666666666,1.0,3.9578286620193026,0.78
141.83333333333334,1.0,6.30724067564356,0.78
142.0,1.0,4.0110646331112,0.78
142.16666666666666,1.0,3.5531608743637095,0.78
142.33333333333334,0.9977,0.0,0.78
142.5,0.9951,0.0,0.78
142.66666666666666,0.9924,0.0,0.78
142.83333333333334,0.9956,6.00863327664601,0.78
143.0,1.0,4.9691279317497425,0.78
143.16666666666666,1.0,3.06254976201808,0.78
143.33333333333334,1.0,5.672626474185481,0.78
143.5,1.0,5.429116168348239,0.78
143.66666666666666,1.0,3.019634595711486,0.78
143.83333333333334,0.9989,0.0,0.78
144.0,0.9963,0.0,0.78
144.16666666666666,0.9936,0.0,0.78
144.33333333333334,0.991,0.0,0.78
144.5,1.0,6.112831803360029,0.78
144.66666666666666,1.0,3.3570739302367016,0.78
144.83333333333334,1.0,4.28630405542241,0.78
145.0,1.0,6.2765951612283235,0.78
145.16666666666666,1.0,3.707833925837408,0.78
145.33333333333334,1.0,3.8335970735157914,0.78
145.5,0.9975,0.0,0.78
145.66666666666666,0.9948,0.0,0.78
145.83333333333334,0.9922,0.0,0.78
146.0,0.9975,6.1773797583098276,0.78
146.16666666666666,1.0,4.622318718335396,0.78
146.33333333333334,1.0,3.1794923903743655,0.78
146.5,1.0,5.9231025046096635,0.78
146.66666666666666,1.0,5.105840283995783,0.78
146.83333333333334,1.0,3.0354617548201404,0.78
147.0,0.9987,0.0,0.78
147.16666666666666,0.996,0.0,0.78
147.33333333333334,0.9934,0.0,0.78
147.5,0.9907,0.0,0.78
147.66666666666666,1.0,5.917129016353717,0.78
147.83333333333334,1.0,3.1754957630203857,0.78
148.0,1.0,4.631584486230052,0.78
148.16666666666666,1.0,6.1737435752277285,0.78
148.33333333333334,1.0,3.4472789778950634,0.78
148.5,0.9997,0.0,0.78
148.66666666666666,0.9895,0.0,3.75
148.83333333333334,0.9869,0.0,0.78
149.0,0.9842,0.0,0.78
149.16666666666666,0.9916,6.278357344948485,0.78
149.33333333333334,1.0,4.277287073381231,0.78
149.5,1.0,3.3627396160043497,0.78
149.66666666666666,1.0,6.1171815947326635,0.78
149.83333333333334,1.0,4.762717598354568,0.78
150.0,1.0,3.1240349440973163,0.78
150.16666666666666,0.9983,0.0,0.78
150.33333333333334,0.9956,0.0,0.78
150.5,0.993,0.0,0.78
150.66666666666666,0.9912,5.437303219820281,0.78
150.83333333333334,1.0,5.665296439320194,0.78
151.0,1.0,3.0604009328771675,0.78
151.16666666666666,1.0,4.97822809572668,0.78
151.33333333333334,1.0,6.003285713975376,0.78
151.5,1.0,3.241052499182485,0.78
151.66666666666666,0.9995,0.0,0.78
151.83333333333334,0.9968,0.0,0.78
152.0,0.9809,0.0,9.45
152.16666666666666,0.9679,0.0,0.78
152.33333333333334,0.9775,6.307050050461452,0.78
152.5,0.993,3.9494637292380923,0.78
152.66666666666666,1.0,3.604096135856608,0.78
152.83333333333334,1.0,6.246184011728861,0.78
153.0,1.0,4.415093470040438,0.78
153.16666666666666,1.0,3.281392935066768,0.78
153.33333333333334,0.998,0.0,0.78
153.5,0.9954,0.0,0.78
153.66666666666666,0.9927,0.0,0.78
153.83333333333334,0.9929,5.725178075968724,0.78
154.0,1.0,5.368596694544286,0.78
154.16666666666666,1.0,3.0169367865646017,0.78
154.33333333333334,1.0,5.310732060222049,0.78
154.5,1.0,5.772844906150097,0.78
154.66666666666666,1.0,3.0983774860340985,0.78
154.83333333333334,0.9992,0.0,0.78
155.0,0.9833,0.0,9.45
155.16666666666666,0.9703,0.0,0.78
155.33333333333334,0.9677,0.0,0.78
155.5,0.9794,6.262174660785127,0.78
155.66666666666666,0.9939,3.6535098173002067,0.78
155.83333333333334,1.0,3.8927678447716834,0.78
156.0,1.0,6.304340424586472,0.78
156.16666666666666,1.0,4.078514574151635,0.78
156.33333333333334,1.0,3.5004982600717507,0.78
156.5,0.9977,0.0,0.78
156.66666666666666,0.9951,0.0,0.78
156.83333333333334,0.9924,0.0,0.78
157.0,0.9947,5.96550769840208,0.78
157.16666666666666,1.0,5.040298983321462,0.78
157.33333333333334,1.0,3.0470471562453776,0.78
157.5,1.0,5.614225918537424,0.78
157.66666666666666,1.0,5.492727077252553,0.78
157.83333333333334,1.0,3.0256347443071174,0.78
158.0,0.9862,0.0,9.45
158.16666666666666,0.9718,0.0,0.78
158.33333333333334,0.9691,0.0,0.78
158.5,0.9664,0.0,0.78
158.66666666666666,0.9812,6.145738122636898,0.78
158.83333333333334,0.9948,3.4026611832358893,0.78
159.0,1.0,4.215844576558517,0.78
159.16666666666666,1.0,6.2890499239268465,3.75
159.33333333333334,1.0,3.7680336136310966,0.78
159.5,1.0,3.771551946536145,0.78
159.66666666666666,0.9975,0.0,0.78
159.83333333333334,0.9948,0.0,0.78
160.0,0.9922,0.0,0.78
160.16666666666666,0.9974,6.1475439075432545,0.78
160.33333333333334,1.0,4.695085652002741,0.78
160.5,1.0,3.1493854261457734,0.78
160.66666666666666,1.0,5.875136618559234,0.78
160.83333333333334,1.0,5.175459841220864,0.78
161.0,0.9903,3.0260775227816823,9.45
161.16666666666666,0.9817,0.0,0.78
161.33333333333334,0.979,0.0,0.78
161.5,0.9764,0.0,0.78
161.66666666666666,0.9737,0.0,0.78
161.83333333333334,0.9906,5.962947787522928,0.78
162.0,1.0,3.208136444784807,0.78
162.16666666666666,1.0,4.558877480945261,0.78
162.33333333333334,1.0,6.200996341585817,0.78
162.5,1.0,3.497536122376634,0.78
162.66666666666666,0.9999,0.0,0.78
162.83333333333334,0.9972,0.0,0.78
163.0,0.9946,0.0,0.78
163.16666666666666,0.9919,0.0,0.78
163.33333333333334,0.9993,6.263145560217405,0.78
163.5,1.0,4.348395558436181,0.78
163.66666666666666,1.0,3.3193747567927137,0.78
163.83333333333334,1.0,6.081795540210486,0.78
164.0,1.0,4.835232232233479,0.78
164.16666666666666,1.0,3.099686019227383,0.78
164.33333333333334,0.9984,0.0,0.78
164.5,0.9958,0.0,0.78
164.66666666666666,0.9931,0.0,0.78
164.83333333333334,0.9914,5.372376198616376,0.78
165.0,1.0,5.72197852513623,0.78
165.16666666666666,1.0,3.0786352653504574,0.78
165.33333333333334,1.0,4.906525214572428,0.78
165.5,1.0,6.044117667836187,0.78
165.66666666666666,1.0,3.2791194672534814,0.78
165.83333333333334,0.9996,0.0,0.78
166.0,0.9969,0.0,0.78
166.16666666666666,0.9943,0.0,0.78
166.33333333333334,0.9916,0.0,0.78
166.5,1.0,6.30714264321612,0.78
166.66666666666666,1.0,4.015733605203183,0.78
166.83333333333334,1.0,3.5494127734415333,0.78
167.0,1.0,6.224960347158982,0.78
167.16666666666666,1.0,4.48726013338238,0.78
167.33333333333334,1.0,3.2431682660116463,0.78
167.5,0.9981,0.0,0.78
167.66666666666666,0.9955,0.0,0.78
167.83333333333334,0.9928,0.0,0.78
